t,2016-01-18,2016-01-19,2016-01-20,2016-01-21,2016-01-22,2016-01-24,2016-01-25,2016-01-26,2016-01-27,2016-01-28,2016-01-29,2016-01-30,2016-01-31,2016-02-01,2016-02-02,2016-02-03,2016-02-04,2016-02-05,2016-02-06,2016-02-07,2016-02-08,2016-02-09,2016-02-10,2016-02-11,2016-02-12,2016-02-13,2016-02-14,2016-02-15,2016-02-16,2016-02-17,2016-02-18,2016-02-19,2016-02-20,2016-02-21,2016-02-22,2016-02-23,2016-02-24,2016-02-25,2016-02-26,2016-02-27,2016-02-28,2016-02-29,2016-03-01,2016-03-02,2016-03-03,2016-03-04,2016-03-05,2016-03-06,2016-03-07,2016-03-08,2016-03-09,2016-03-10,2016-03-11,2016-03-12,2016-03-13,2016-03-14,2016-03-15,2016-03-16,2016-03-17,2016-03-18,2016-03-19,2016-03-20,2016-03-21,2016-03-22,2016-03-23,2016-03-24,2016-03-25,2016-03-26,2016-03-27,2016-03-28,2016-03-29,2016-03-30,2016-03-31,2016-04-01,2016-04-02,2016-04-03,2016-04-04,2016-04-05,2016-04-06,2016-04-07,2016-04-08,2016-04-09,2016-04-10,2016-04-11,2016-04-12,2016-04-13,2016-04-14,2016-04-15,2016-04-16,2016-04-17,2016-04-18,2016-04-19,2016-04-20,2016-04-21,2016-04-22,2016-04-23,2016-04-24,2016-04-25,2016-04-26,2016-04-27,2016-04-28,2016-04-29
10:45:00,13.6545928256,52.4242548507,51.1407274831,49.3962086947,47.9475380448,9.91274339301,59.0094630777,63.3493406336,50.0203790857,67.6035896127,54.1686946087,12.3036129803,9.78314323541,58.9646587514,60.6158608743,47.7064266203,66.9286282982,57.6655940092,42.5697429723,10.7217682343,57.3983161405,65.0831982205,83.4587697537,71.6196061114,59.2419818451,6.88675986801,7.54663508455,50.3399292049,58.3683369917,56.6878422107,50.5483097674,50.5123553908,11.1252326191,10.1303360156,63.1624530531,66.1824977877,61.2190832524,76.0130748529,95.3349924707,12.1796296995,11.3198507851,78.3991381913,57.8002545301,59.3041284188,54.4564688315,32.1035052727,11.7746773233,6.60290081175,66.579557394,78.7245749063,77.2634881158,70.3969124405,46.1628285172,9.67750350948,8.85939863841,49.1437787425,35.0038277351,36.9623220082,42.7989413509,29.8204390805,9.04222186487,9.86512871467,62.0382512806,52.4142053924,64.0000041489,53.2454537207,36.0692926065,6.72673983859,7.9315628353,48.2716496331,54.2784671932,76.38183706,68.8310818091,60.3970129231,10.2593426015,10.7600670634,52.4075777661,63.4904001492,75.3682605241,50.7438540489,37.3287928744,9.31966820302,9.49617046441,57.0721911049,74.9305734811,53.2850569434,42.7080996169,43.7122769267,11.2545735878,9.37810757035,76.9707038977,63.4079809899,79.5418347298,69.7910269174,67.193292422,21.8215826406,30.1868376749,81.6672849342,77.406558759,80.594057233,72.13594793,50.4825638746
11:00:00,16.2288628386,54.0456535327,51.2450666432,51.2805602781,52.5351212056,9.32704188439,62.8430443711,68.9779296177,58.0899264012,72.037540787,53.8234678133,13.2783901598,10.4736804509,65.9028301089,56.1024933228,50.9435754298,71.8430573885,61.5238473715,39.8285201118,11.1479941677,61.6351342585,63.7418097173,87.5202899787,74.677409111,63.4638055712,6.78241749136,7.54157337977,54.5196581246,60.2075176471,59.1603922577,53.6514995999,60.5572972167,11.1923687044,10.6327094076,66.3979378604,67.9907547536,63.8722441812,80.9092964387,96.67266969,10.8012491198,11.6221208669,81.6152882802,58.34789573,62.3717957569,56.2484598709,35.0297295952,13.1459689001,6.87350412789,72.2071492099,74.8535670432,83.8274058546,72.5632460884,52.9935676586,8.59137824099,8.5621067791,53.3752625865,41.4114484786,41.857210706,46.4096743085,32.4485986644,9.36463982861,9.59707056266,69.0806699623,54.9264365507,64.0000116692,60.2496941635,37.299018283,6.79720944761,7.09857934265,51.8443158551,55.8978602158,80.3482126496,71.6558809508,62.9909280906,12.420184644,11.7216512,60.3650047593,69.2847772649,80.7347620947,52.1001965449,37.1536343227,8.37025899767,10.2369752715,59.0941156267,82.1744876463,55.9212267879,45.2013420122,46.4350763282,11.4202221817,9.3795561055,85.0709456406,66.4469328263,77.0243241258,74.1112268989,71.9882575578,28.578784494,32.2662074043,84.6242384388,80.4167846988,84.8314534029,73.3351020791,51.9332845777
11:15:00,17.8164322071,56.998186564,53.6063133175,52.9422633341,56.8780388666,9.13390998948,67.6360904482,78.8555394973,64.0740932795,74.6475490609,56.1068590889,15.2101498567,12.5969658906,73.1425259834,54.4669564394,58.1847037116,78.1810200777,62.4800955233,39.0194778509,11.88321977,66.6316950018,69.4015937368,90.1998022294,77.5845102352,67.0560935476,7.75292476711,7.94906482019,58.5334755607,63.1917084161,62.188473024,55.9523621882,68.1530774745,12.5226867544,11.1499326956,70.4863360839,71.6080368282,65.5732923991,83.6438459546,100.103153575,11.2336994283,11.5612305648,82.4042637272,60.4090435231,64.1978226824,62.4597259966,39.6152313463,17.8796964468,8.49189226792,75.7008678227,72.4300030012,91.6873840807,74.5826809249,61.3844771882,8.84770242007,8.73900232158,54.0938068238,47.2104008308,48.8288588106,50.8210860147,37.7531574003,10.0605450887,9.90578595398,75.5287365918,59.9093426659,64.0000156594,63.9115412449,37.645959987,8.37303280845,7.90228207087,55.5556347692,56.6956247514,84.4735820342,72.1479458238,63.8075999267,15.6240214985,11.8927584384,66.2705019923,72.7093473832,83.0245699625,52.3129653756,37.0885549779,9.45518279476,11.3062292798,65.7759984628,78.8390640695,58.3947732112,48.1115365697,49.3454137155,12.1156321563,10.0527533815,91.8907039689,68.0807369134,74.7786582873,72.5416811906,70.3539613207,35.550939146,34.6828281607,86.8132609551,79.8006248845,86.7075479459,75.1344530564,58.5158329312
11:30:00,21.1469423145,56.786194592,55.4709825304,54.6298762215,60.9431084098,9.46184931593,73.6792526065,87.2652010977,66.7586439501,78.0438488614,61.8080745082,16.6444851805,13.6213005551,76.1566039975,54.2057752885,65.0650689692,84.4276588237,65.6927516905,41.3929327836,12.0248071239,69.3936432317,77.0012626487,93.3079597464,81.7265874709,70.8046546574,9.72306311156,8.22362851024,61.6434875787,67.3847887334,64.4886478743,57.8110577734,76.3055536603,14.0461566802,12.3405950647,75.9024274984,73.4110899871,65.4615821583,82.9458516746,104.663113473,14.2959227386,10.8707612245,82.6053379627,62.5565214441,63.9834558408,66.9789557605,43.7080013625,24.1870292828,10.0490136028,75.2769423327,75.9193635781,91.5189945876,78.15732477,66.7079921798,10.7013307644,8.7575355029,55.905334796,54.1373547189,55.6111317639,55.919699923,40.9714516292,10.5332142189,10.8534745861,75.8857684544,64.5486627514,63.9999854516,66.4030720306,39.0896734315,10.3367352348,8.95959468365,57.6487146657,58.8809706799,88.3322875144,71.5590248502,59.7957093126,21.9732795902,11.5597877997,68.3213450563,69.4261454843,79.7279911104,52.2456544216,39.5283784801,13.6682284602,9.92180878557,73.6090214922,70.2021469936,58.914169293,53.7014129378,54.1191739151,14.7573186243,10.2841726705,90.3985873422,66.2060440383,73.5527872774,71.5296246838,69.7551900396,40.0975352649,38.8312021921,91.9125574984,75.7332049457,92.8270288708,77.822922841,66.3548349891
11:45:00,27.31717013,56.9176451364,56.872962671,56.7074306311,62.9410694843,10.1715414925,75.9910012473,94.77886625,70.7811560833,81.5415764938,67.5026019663,17.7066895277,13.8210536639,76.1328698072,54.8815620556,74.8505212831,84.7060759285,69.360038052,46.1602458019,10.903678772,71.6632338054,82.6763413493,94.2558113118,87.3202983346,73.383110689,11.1117644068,7.92165391395,68.0448491229,72.4672212009,64.4005341256,57.6830222207,81.7144283214,15.647374884,12.5634203089,86.1483197106,72.5605865492,65.5298829127,82.2567499636,107.182911581,18.3394623074,12.1618330619,85.2492569633,70.5450659814,66.5342965123,68.7753857213,51.925567788,28.5197438339,13.1520319676,79.7498661945,82.9271235692,88.6230410076,79.8239235939,69.5675933311,12.7117131513,8.50715191695,57.2281561973,57.5081784084,56.2801773864,59.9498674576,43.8345028909,12.0648336158,10.6907642486,75.5976096518,66.2114504888,63.9998590587,68.0732810965,42.3177943558,12.8247764236,11.0828767029,61.255394296,63.2718583781,90.5515073223,72.8449748048,64.2887372758,24.3223423479,11.2236214276,72.1738055585,61.6785117825,76.2861925963,54.135826812,46.6908185139,21.1928192704,8.68913152532,79.5323696683,65.8634525226,60.8983416905,60.0106276255,59.7414143223,18.5305323856,10.8547804819,85.7817962825,66.5580311614,74.5373445842,74.438929889,76.9488074017,44.476183227,44.7401754245,93.9738111739,76.7884007431,96.379488295,83.4205272996,70.5432509426
12:00:00,31.1300079936,57.3281165324,58.9041770673,56.2792058106,63.1964449194,12.1999695159,78.2313015588,99.4380845896,73.2619194496,84.3681705403,68.1497803421,19.2330859336,14.2279933261,71.9459210734,55.6453783492,78.6767727953,80.2840560469,76.2946734062,51.746912231,11.8011430094,76.3954351169,84.5598294373,93.8384862149,93.1291254012,75.8557741155,14.8918343118,8.1522734749,72.6457399797,79.3498909544,65.2864533463,58.401575848,82.4682966845,17.1186244077,13.4959420929,86.9212653306,71.3950188595,64.8477997995,81.1262738372,105.166683151,23.1240159146,12.3040438439,88.1560907797,77.016370735,72.6890342958,70.8603409167,57.469456042,32.9555579607,15.3100839918,93.3802481977,85.2200306139,89.262337798,81.8045738268,69.1507769805,14.0356379298,8.3622261518,58.6699111295,58.3640307268,53.6898799706,61.3165401968,46.130429467,14.871161238,9.96133355878,78.3385673768,67.1674340566,63.9996035907,68.4650189576,43.8386116361,15.300145602,11.1652982832,66.2100830807,68.9243068635,91.0938446616,73.8436027623,69.0287462191,27.5790340197,12.2655658669,78.8414649933,58.8574955233,70.6843592572,53.7297368328,51.7368318032,26.8759215813,8.36999766445,85.2671849604,67.0184027735,59.9378784748,63.6760112665,64.9588445026,25.1058869914,13.9771979841,84.4303566276,74.4597871666,77.8173891411,85.5742199488,83.1812970155,46.7494228788,48.7761894001,95.2235900897,84.0736782462,96.9004605938,86.3014366164,73.4643710048
12:15:00,32.7540079854,62.1178968427,64.9106237058,53.0346197452,64.1516185756,12.1410333983,76.0781162344,101.726673252,75.7589116526,78.6679165959,69.7037445816,20.6466183782,16.231780323,70.204615843,53.8851616667,79.9784930815,71.0172319767,84.5893004472,56.257935792,16.191150587,79.2187479495,81.4320438125,92.3394911213,101.275954576,76.5207360323,19.8125496719,10.1813118088,72.2646416902,82.0092407272,65.7076588533,59.4339945321,81.2268973333,18.957438525,13.6888534635,85.6218775476,71.1317061646,65.4251721304,76.590656384,97.7527402711,27.730356725,15.8433252133,84.6473955361,77.5219973422,76.2177657659,78.6943749419,61.6900559676,38.5327018554,23.7282423699,106.928964743,84.710585213,92.4536174005,72.6735247109,65.5098528036,14.4064671458,9.68282896163,58.3819273001,54.7297136852,50.1337690364,62.524934804,47.9783438575,17.0382878122,9.82733263673,78.5877295187,67.263440656,63.9994680403,72.9745739357,45.5248254374,17.5762791497,13.9342761734,67.8364018479,70.3506183969,90.818888091,72.7027661872,73.1803239932,26.0064941577,15.6196848072,82.990293738,60.9971223871,66.3352907372,52.5019851458,54.4457380445,29.1788632082,10.3479443177,85.4698700006,75.1355148178,57.8266843359,67.3131392433,73.0353453763,31.0929312221,18.1544853814,91.1707016501,78.118338615,74.4032907135,94.3622582282,87.8015276856,48.0274276131,51.8253348119,99.9408400065,89.119701938,99.1665035529,87.9987663768,72.4149835034
12:30:00,34.0977061985,66.7310410651,64.4299464381,52.1046787992,69.856084475,16.1886941196,72.7468048503,95.2522801944,75.3062713967,69.8487591749,69.8190689466,22.9040589744,20.7660887837,71.6259700156,51.6980928069,80.836806127,64.1931244221,91.7472150567,62.3044957442,21.9453662372,80.9708028525,80.9536425006,92.3653602669,109.625420963,73.9645393036,24.8395187089,14.9700465814,72.428555836,79.7219313443,63.652497271,61.4444024539,79.7133754824,23.4241016947,14.7009632814,87.8082388893,74.197929992,69.5762396181,73.4335830183,97.7460287313,32.9912260743,22.7175211256,81.7325457973,77.5807659703,77.5125189052,82.0173595587,64.9988453241,46.3782897893,38.9914118126,116.396395835,78.8712266397,96.6889366613,63.3958778349,60.3955765154,15.4862869862,13.104578797,57.1757101573,51.9019678408,48.5256141628,59.4471875484,47.236499628,18.9099815894,11.528244485,76.1470492133,68.0114293749,64.0004942183,74.0681964373,47.5719126519,18.8663222428,19.786630556,69.0378052644,72.2144815124,88.3985368465,73.8831170201,75.8505660109,28.7097942749,23.688910204,85.6033321835,64.4164270079,67.2830681664,54.4676987474,55.123193328,30.8111288037,15.266513271,80.2624575008,83.6465001801,56.4829070144,74.1855644052,87.3171088591,36.8894398748,25.9353069103,97.9685513672,76.8211377343,71.6706407842,101.081368194,85.795774186,47.9215250648,55.2213235529,99.9573265054,93.3097798094,100.15325377,85.4427589333,73.7631347569
12:45:00,35.561622755,70.3758105121,63.1785417045,48.5511498464,72.0560994881,22.2548458632,71.2964945136,86.1692068676,77.4203140815,65.9828095998,68.7428385358,25.6689430785,24.3010321912,72.5177678052,51.4110292351,77.3758497542,61.0647901336,98.093112222,67.9818997629,26.5531535181,82.0517344762,83.921195902,89.8436456446,111.490250512,71.7322547291,29.3132503008,19.1171318412,74.1352006181,79.7461421762,61.6939975174,62.2289347297,73.19708168,26.8640213249,18.7133734808,89.7946767882,74.7575595398,76.7648977146,73.2574263863,102.446013777,34.2786518484,33.1778251094,75.1261250562,81.6675021023,76.5297901645,85.1804166453,68.4271899356,56.5540323226,52.2280122909,117.924991993,73.753223741,99.5531176252,59.5896853656,56.5389982238,18.1242493458,17.8974361854,57.0989105494,51.7181063806,47.5116468554,54.9055650919,47.8064626294,20.7534351963,14.6488868326,75.6430205588,70.3964779893,64.0047878554,72.2629889976,47.1256992974,21.2308617578,27.2506292667,67.0449443013,72.4783479503,84.8669139816,78.4397748266,73.7859196983,32.7810175685,31.6368043985,85.6830332446,73.4401992455,72.9011912003,54.6380343426,57.1833776545,32.1244766043,21.0733576748,78.8272401713,85.7120407494,58.1713255788,78.9305611151,101.079636114,44.7073253029,37.5593560444,100.448222496,77.6189595225,68.188449409,109.285356857,84.5472559195,45.9881876429,58.647197892,95.2231351546,95.7878159751,96.5033407381,81.5661238849,77.0469040766
13:00:00,35.3508653804,76.7983843658,62.0129130689,47.2264421621,68.7857515354,29.8739945736,75.2927026308,78.1271943346,79.0048123127,69.4446608433,67.0840005544,30.7966880982,27.7745464614,75.9358533945,51.9546428029,76.0461495314,60.4990370176,98.457256817,68.7764640351,31.6131435139,84.9200717656,85.223989416,85.9711787141,108.932327247,75.4398745014,34.895215908,21.2811284737,77.5251825655,81.8961899048,61.1001939684,62.6949215684,71.5206155092,32.7744014349,24.5052594327,90.279040898,74.5786040222,79.302562636,76.7973930978,105.660103192,34.9822097842,44.0403884419,71.0776252108,85.0954992805,78.2010381843,88.4999489625,67.0087649778,66.365060437,68.5836401507,110.864412067,73.6653920845,101.253109015,60.0812437997,55.8800150058,20.1969321474,21.1222040598,55.8477590099,50.21150681,46.6868702948,50.8279589991,47.1167994564,21.0158780806,17.7175884387,75.4080392269,71.3808055253,64.0134662454,73.9396612773,46.1881860881,24.9978400858,35.2812790292,63.0128594007,76.6757064257,82.4610688571,83.6616251326,72.03170046,41.8926586861,45.2491093241,87.0251854694,75.560374944,75.9970231618,55.0887511414,59.794084369,33.8484072386,27.1831041373,79.821595721,85.1998180545,58.1909050691,81.8142749255,102.964210585,48.97962011,49.3957124367,100.29692902,83.920303509,69.1844450756,116.36529484,85.8476439168,47.9408376268,61.3433529925,93.7736985116,97.0781549312,92.5528864078,80.4160529639,78.2781012603
13:15:00,34.5472962899,86.9933207844,63.4324806865,51.8806653289,65.9669295615,32.0709544688,77.7079575815,80.437569923,78.1229105334,82.6432866784,65.9658251363,34.8048252845,33.5225031275,79.9005353559,55.4375468919,80.5465315186,65.2330927128,93.4836892718,66.2107052219,33.6176602721,87.9308747138,81.9089166378,86.2574996452,107.03303417,85.2388813551,40.6203863891,21.886333682,78.4687069712,84.4941068596,63.751125965,63.2918237193,70.1324131933,40.9244033939,35.4290495466,98.3698272965,77.9139535739,79.9708551689,78.2738369899,104.303677206,37.9341719223,57.7657121818,71.5842880469,89.8430468427,80.3981412761,93.9315259803,64.9228657555,78.0084404692,82.7478671558,108.714330918,81.4100997561,108.889624301,66.517478903,57.2805274905,21.3324146222,22.044812983,58.9206649734,47.9793338732,48.6229939506,51.331130651,46.9831514447,22.6376692973,19.9649043971,76.488459772,71.1336750307,64.0180709713,74.9529449416,44.5099751428,30.033476102,44.3323280339,60.0067024024,79.3833497535,83.6842228706,87.9580038104,68.0613843041,50.1551771383,55.0379581171,90.0595109167,81.3884914562,79.5755449734,56.6195396684,59.7563515075,36.463468127,32.8636639173,80.2484215159,84.5534321253,63.4979593675,85.2417291587,99.45284349,54.7247062939,62.6947436512,94.3054399284,95.8957501782,73.5094574534,119.141539051,92.3940973695,55.5165220102,69.255788234,97.1981788245,98.1295092232,91.6313312549,84.9074901327,77.3747279523
13:30:00,33.531046938,88.3584091944,65.9108385745,59.8110446054,63.9500194401,32.1225506192,78.9293824836,84.1572722912,76.8281285614,87.0983391915,64.3435813064,38.6175096915,40.3316808002,84.5604154727,64.0590692779,88.483522713,71.0061108234,84.9019363826,60.2542119142,37.8327408127,91.5990597824,78.5748923308,80.2697911801,107.009099789,92.4010090218,45.7333007866,24.7947877217,79.7856139971,84.0695455601,65.3264449114,63.0792587948,73.4396799373,47.5343857012,43.8266533665,100.617450265,83.859290285,78.9462708279,78.3123257039,97.9719096633,42.0023907345,66.7335205039,68.4881049286,87.6974355658,82.5909013829,102.430819244,62.3312576177,86.9511178817,98.2429847688,113.245599276,82.4589306723,107.057158928,70.3828288417,63.8424062959,22.7649117064,21.6867853977,60.1205198549,47.1957386944,54.5179867025,54.8759234302,46.9875610175,26.5274117402,23.1862129244,79.1145582944,71.0627385025,63.9832111254,81.2782491015,43.4652964048,32.2083085104,54.2949664129,61.0659063446,77.826657897,90.1174597053,94.4149964671,67.2850463182,61.8937150637,63.0172652655,89.1653607062,90.415336247,84.6476912336,61.8525881656,62.283048368,40.7533922126,43.0167399993,81.4674234805,83.8168468827,72.6669922182,91.9893972862,87.0991248754,61.0017256323,77.9153923787,96.6706661728,103.875272996,81.6454260607,113.703856718,97.1884876356,64.5706125334,85.6437970108,99.5383413181,93.7342815346,95.9623429392,93.1232734262,77.6985832765
13:45:00,33.587656199,84.3047974534,65.0566193769,58.5534745921,65.1515479217,33.1636991581,81.9281852916,85.4681002514,72.9281651474,87.0428971119,61.2408878171,39.5492458046,45.9438518349,90.2630248167,71.1434439526,92.3705870744,75.0910595275,75.4741464017,58.4551622593,40.2891016118,90.5777940054,80.0029979825,77.0602367701,108.011184272,93.720228523,48.2377253651,28.0958634845,85.3583298626,82.163944807,68.0035502815,64.5331969687,77.5847945594,48.9759000684,53.1818813429,98.832669492,93.682389098,78.4635947898,78.9907529015,87.6526199964,48.186374848,71.7921132197,68.4624911265,84.7598625411,89.4528378956,105.090448337,61.5499744026,96.6431571986,107.095550141,116.800406035,79.4632692376,104.570959734,76.1267739758,66.1064670586,25.0638090917,22.9800177807,61.4088851225,48.0762046511,62.3238295295,59.2609194175,46.7457677085,28.3183697083,27.2470834429,82.5396913507,70.3082978761,63.8373538574,84.9850929845,45.4084295314,33.3259238106,60.3957282304,63.2164994604,80.4643113129,95.9734173033,102.202681089,70.9899929823,65.123060324,73.1250290234,92.6030641246,97.3547138692,89.0733065943,60.1710055382,65.0743412332,46.5749761847,52.8167075329,84.3414645072,85.9271619974,75.2765886302,92.3502944618,81.550957808,67.4204073154,98.1271140075,94.9786388472,104.397345074,93.0553755089,113.858936967,94.4444913342,71.9254369161,93.2550962491,104.439593569,90.4258561022,102.506926611,97.3312606137,81.8620104518
14:00:00,34.9405690717,81.5268150304,62.656778589,64.0217606792,66.0880028766,38.0842149802,81.8168089933,90.2373080333,70.5744619195,86.5133607862,60.9942008078,39.6795187261,51.4374269867,100.235063514,77.8967663523,97.7541431369,82.7486853564,72.1585948162,61.8533105761,43.3519775196,90.3221248523,85.8245304193,75.1414375068,113.171748211,91.1884928362,50.670824816,32.2893584185,93.4980527933,86.1796522808,75.3069517268,67.9710908248,83.8307760035,50.5517268049,65.3252371937,95.5913441358,96.9324443854,78.8650705757,83.7623608368,82.389808311,53.4808514212,78.3227491326,73.2046520537,83.7366537286,94.4756674389,104.141394359,64.2325347129,98.632387181,112.846150885,117.229741537,80.1566385115,108.131955705,77.4331369821,68.9287128237,27.2686690572,25.4828358135,62.5062825346,48.4447377323,64.9565300053,60.5328538333,45.8983890164,30.5889840203,29.640659526,87.7880989086,71.8851780822,63.5425440666,85.5864976152,49.76306137,34.7732914815,65.271214725,67.3526972943,86.1016746633,109.229814196,107.661142729,75.8934381394,68.0705706537,83.2647171135,98.3022290459,102.089756381,93.4168532403,59.25272436,69.2642996502,52.278232307,61.4044616688,90.7985605271,90.187783374,75.5713491761,90.6386412674,78.257995604,69.5870292687,104.568579169,95.4740566998,106.249893527,105.911478288,116.005755485,87.9988098135,77.2620978111,101.549808854,108.470660515,91.269054094,110.301401542,105.552762612,85.0801861444
14:15:00,36.6379181567,82.1091964874,62.385032952,73.0227590724,64.9727763319,45.4465146638,85.8513259931,95.3959493642,72.0621302111,87.460336337,59.458200784,41.9893219489,58.0031133407,107.177182058,89.238244008,101.439435285,91.0576157864,72.9652643101,64.5780866648,48.8084001629,93.1315117816,93.6647905021,78.9055209411,117.60088365,91.3572978934,55.0943131004,37.6833430027,101.799321289,93.191126048,80.7540583355,72.6439990101,86.2710540946,55.6128460831,77.7234619507,93.8039943708,97.7938723235,79.5657521267,92.0988859606,81.9222347204,56.507797916,84.1224606067,83.4868108706,81.8144100058,102.245430847,103.633741729,68.9325083462,99.1803221925,114.844274334,116.783784053,83.3460230787,117.299156357,73.7321925858,72.9522125187,30.2914356988,26.793529616,66.3154636044,49.9729346245,62.6844366447,56.2166230626,44.594507023,33.2809560786,31.3659178611,90.8046382343,78.1916082994,63.386118937,88.6252980494,51.1360197058,39.2855333807,72.7665706746,73.9357164694,90.615489985,119.917534308,112.725104259,80.7326096683,74.7174831389,93.0897392117,100.986335095,103.794168103,96.0961801679,62.4336661286,73.8383106992,57.063220474,70.2874824925,102.083798457,94.047792923,77.2426971683,92.4680693608,77.5679759632,72.2670547867,110.224230478,106.444340785,109.426155325,116.27515587,114.825414027,90.7991617529,80.4108240389,107.477865231,117.321079961,98.4769844733,115.368233782,111.146569111,86.844266117
14:30:00,39.8466979111,87.0830463256,66.6015420296,78.3198046187,63.8432545612,51.6445848271,95.6541907089,99.4004619043,74.5373575168,92.8077083149,56.4991666352,46.1006115139,65.9567640086,113.319903913,104.293551746,108.723421631,95.599107581,77.5869479349,69.0522991732,53.7414461294,100.661164547,97.5000182534,84.4617396107,120.065186214,98.4011539539,64.2282545475,42.0071708795,106.860568264,101.913519613,85.2483757426,73.8607985215,89.3375066505,60.4067844655,91.1928222581,95.1984521,98.5862003181,76.2505522328,101.94734305,85.2090427157,62.9274889524,94.3427817408,95.6718866303,78.7064247929,110.396834075,105.334786154,75.7383956745,101.283702235,116.747106049,119.253228784,89.5251305008,127.367659798,71.5879415479,72.9626094239,28.5067149977,27.5447176811,70.7266147763,53.4429165496,59.8628379519,50.7714158243,43.186425777,35.1580192447,34.1405160838,95.957968777,89.8554615417,64.5703275196,92.4713341122,50.6080095835,48.0511884029,86.1845114068,78.7213790205,91.679149988,121.607833174,114.007003098,84.4578591688,68.9038935586,99.7240707673,104.774403806,103.462140593,96.6954298928,68.5443036215,81.2531621603,59.5735359662,82.1643267515,115.845144161,100.580705806,80.8393575667,98.1749278654,83.3126453778,79.0518886268,126.941352214,117.228798757,111.419580385,118.384873151,110.987503378,101.795646205,86.677648798,114.889578081,125.739068678,109.724648016,121.127086298,116.365944575,88.4850338432
14:45:00,44.4580664787,89.2610760717,70.896399481,82.6307140208,62.7912711744,58.1793827602,103.145205573,101.915384586,73.0220709085,96.5586885961,57.0669756834,51.6566995638,73.6080054209,118.539388429,119.711876377,114.024189715,95.839185931,83.7859101217,72.5425834196,59.6173916806,108.30326934,101.976872691,90.1083041706,120.129484228,103.77997549,76.6040872857,45.6235096852,103.681584053,104.679734386,88.185292912,73.6423683361,94.9199033,65.9553763487,97.1026608589,93.8945604843,98.0412111279,73.4728794305,105.056974962,93.364906347,69.3846033181,103.890325421,101.149176644,76.4971714987,110.073721386,109.74433988,76.8736803773,109.578622924,120.523282923,126.861202822,90.4956221819,133.034251422,72.0999994579,73.8411217824,25.7062415378,28.78195927,72.9989952856,59.6909354807,57.4781491416,50.2231747119,44.8374352815,36.4219947229,36.9502761072,98.0074735174,97.1213942242,69.5251809913,96.2438495299,54.9876966363,55.6877286811,91.2946109004,85.5940740435,87.7350674123,118.036897708,116.669068141,88.5543189039,69.0349314141,108.112208806,107.81278652,100.499529201,98.606384595,77.5477773586,90.289020415,64.3263331158,99.1585862083,129.562966585,104.76445134,86.4246609949,107.159427183,88.1877984135,80.9988259729,142.1187677,128.2780567,110.871307974,117.92878329,111.510786266,112.340038716,90.5469572086,118.67952964,133.830683515,119.733076549,128.261154494,123.171015249,91.6447405628
